id_cliente,tipo_documento,numero_documento,nombre,apellido,direccion,ciudad,telefono,email,fecha_registro,estado_cliente
14955,CC,33890608,Santiago,Osorio Cardona,Calle 15 #1-56,Cali,3677402956,santiago.osoriocardona658@correo.com,2025-04-30,activo
14956,CC,19418657,Miguel,Arango Martinez,Calle 17 #31-50,Cartagena,3370715744,miguel.arangomartinez404@correo.com,2025-10-14,activo
14957,CC,26151715,Sebastian,Arango Martinez,Calle 103 #27-110,Medellin,3245365676,sebastian.arangomartinez912@correo.com,2025-11-22,activo
14958,CC,37338129,Paula,Sanchez Vargas,Calle 88 #73-16,Armenia,3643277593,paula.sanchezvargas567@correo.com,2024-08-14,inactivo
14959,TI,13949651,Ana,Sanchez Bedoya,Calle 118 #4-66,Bogota,3756840887,ana.sanchezbedoya61@correo.com,2026-03-17,activo
14960,CC,77597532,Laura,Perez Sanchez,Calle 5 #63-102,Barranquilla,3146332494,laura.perezsanchez995@correo.com,2023-09-13,activo
14961,NIT,59501734,Camilo,Jimenez Vargas,Calle 91 #112-24,Bogota,3868776696,camilo.jimenezvargas25@correo.com,2025-10-13,activo
14962,CE,47923300,Luis,Arango Rodriguez,Calle 4 #5-76,Bogota,3276235295,luis.arangorodriguez117@correo.com,2026-03-30,inactivo
14963,CC,78962751,Yuliana,Perez Castro,Calle 78 #37-108,Barranquilla,3795466029,yuliana.perezcastro992@correo.com,2025-12-06,activo
14964,CC,24715125,Ana,Garcia Gomez,Calle 42 #77-70,Manizales,3874899958,ana.garciagomez283@correo.com,2026-05-24,activo
14965,CC,31099794,Paola,Mejia Rojas,Calle 28 #68-35,Villavicencio,3071928981,paola.mejiarojas974@correo.com,2025-03-07,activo
14966,CE,21682839,Carolina,Martinez Ramirez,Calle 37 #63-101,Barranquilla,3598556559,carolina.martinezramirez130@correo.com,2024-01-13,activo
14967,TI,32504892,Nicolas,Sanchez Ortiz,Calle 39 #8-62,Armenia,3291680606,,2024-02-22,activo
14968,CC,20305516,Sofia,Arango Cardona,Calle 5 #26-7,Medellin,3328593558,sofia.arangocardona308@correo.com,2024-10-27,activo
14969,CC,82768900,Luis,Hernandez Hernandez,Calle 13 #74-97,Bogota,3701487925,luis.hernandezhernandez685@correo.com,2024-03-30,inactivo
14970,CC,89620343,Sebastian,Restrepo Cardona,Calle 12 #69-54,Cartagena,3051278051,sebastian.restrepocardona55@correo.com,2025-10-17,activo
14971,CC,85944490,Jose,Sanchez Quintero,Calle 100 #8-89,Cali,3507160990,jose.sanchezquintero45@correo.com,2023-08-30,activo
14972,CC,36959263,Catalina,Ortiz Sanchez,Calle 81 #112-1,Cartagena,3099961497,catalina.ortizsanchez633@correo.com,2025-02-16,activo
14973,CC,16821623,Ana,Hernandez Restrepo,Calle 1 #70-69,Barranquilla,3736917555,ana.hernandezrestrepo844@correo.com,2024-05-05,activo
14974,CE,68967488,Manuela,Gomez Ramirez,Calle 104 #13-87,Bogota,3686263664,manuela.gomezramirez288@correo.com,2025-09-17,activo
14975,CC,26201445,Luis,Martinez Gomez,Calle 48 #116-89,Manizales,3237006831,luis.martinezgomez216@correo.com,2026-04-19,activo
14976,CC,75410840,Laura,Ramirez Bedoya,Calle 63 #8-100,Cali,3087207056,laura.ramirezbedoya385@correo.com,2023-07-05,activo
14977,NIT,78267276,Luisa,Castro Ortiz,Calle 62 #40-16,Villavicencio,3256231949,luisa.castroortiz281@correo.com,2025-11-29,activo
14978,CC,36861277,Nicolas,Jimenez Cardona,Calle 39 #73-33,Villavicencio,3540899810,nicolas.jimenezcardona614@correo.com,2026-04-23,inactivo
14979,CE,97824130,Carolina,Giraldo Agudelo,Calle 66 #46-50,Bogota,3926355672,carolina.giraldoagudelo331@correo.com,2025-11-18,activo
14980,TI,79152190,Carlos,Jimenez Sanchez,Calle 67 #65-59,Cucuta,3105293113,carlos.jimenezsanchez375@correo.com,2025-01-31,activo
14981,CC,11510609,Tatiana,Arango Cardona,Calle 101 #5-18,Bogota,3989445032,,2024-02-18,activo
14982,CC,77060857,Natalia,Castano Ortiz,Calle 77 #18-29,Barranquilla,3577113964,natalia.castanoortiz282@correo.com,2023-10-13,activo
14983,CE,22509655,Miguel,Lopez Perez,Calle 89 #59-89,Medellin,3449032062,miguel.lopezperez791@correo.com,2025-02-28,activo
14984,CE,94394897,Sebastian,Mejia Giraldo,Calle 82 #103-60,Armenia,3747315565,sebastian.mejiagiraldo177@correo.com,2023-06-27,activo
14985,CC,84554905,Felipe,Giraldo Bedoya,Calle 32 #39-114,Bogota,3128887484,felipe.giraldobedoya802@correo.com,2025-05-27,activo
14986,NIT,12236688,Miguel,Rodriguez Castro,Calle 90 #92-55,Bucaramanga,3250337487,miguel.rodriguezcastro302@correo.com,2025-03-16,activo
14987,CC,65437995,Jose,Castro Agudelo,Calle 76 #103-11,Bogota,3038934838,jose.castroagudelo643@correo.com,2024-11-16,activo
14988,CC,91178476,Luis,Rodriguez Arango,Calle 27 #27-102,Barranquilla,3861472898,luis.rodriguezarango739@correo.com,2026-03-08,activo
14989,CC,88518004,Diana,Castro Rojas,Calle 55 #53-80,Medellin,3602006210,diana.castrorojas148@correo.com,2026-03-16,suspendido
14990,CC,43189795,Natalia,Giraldo Agudelo,Calle 14 #90-13,Villavicencio,3795743189,natalia.giraldoagudelo315@correo.com,2024-12-21,inactivo
14991,CC,83725357,Kevin,Bedoya Hernandez,Calle 50 #75-89,Ibague,3699860427,kevin.bedoyahernandez165@correo.com,2024-12-11,activo
14992,CC,67197906,Valentina,Vargas Cardona,Calle 8 #56-110,Ibague,3064181614,valentina.vargascardona668@correo.com,2024-03-15,activo
14993,CE,99729156,Carlos,Ramirez Giraldo,Calle 32 #37-17,Barranquilla,3405319850,carlos.ramirezgiraldo169@correo.com,2023-09-19,activo
14994,CC,12471214,Carlos,Quintero Restrepo,Calle 36 #81-52,Bogota,3509065143,carlos.quinterorestrepo335@correo.com,2025-10-09,activo
14995,CC,33541151,Diana,Restrepo Jimenez,Calle 77 #112-113,Medellin,3581845384,diana.restrepojimenez371@correo.com,2025-01-28,activo
14996,CE,74239401,Ana,Jimenez Rojas,Calle 33 #50-74,Medellin,3192861496,ana.jimenezrojas249@correo.com,2024-08-18,activo
14997,NIT,80216346,Diana,Ramirez Mejia,Calle 10 #1-23,Armenia,3526193132,diana.ramirezmejia661@correo.com,2024-09-05,activo
14998,CC,25082344,Sebastian,Rodriguez Arango,Calle 60 #9-67,Pereira,3974879709,sebastian.rodriguezarango550@correo.com,2026-04-03,activo
14999,CC,73436272,Santiago,Martinez Jimenez,Calle 94 #17-61,Bucaramanga,3962932672,santiago.martinezjimenez469@correo.com,2024-11-08,activo
15000,NIT,13694223,Felipe,Torres Morales,Calle 97 #34-37,Medellin,3153577859,felipe.torresmorales152@correo.com,2024-08-26,activo
15001,CC,40259874,Andrea,Morales Gomez,Calle 42 #6-40,Bucaramanga,3902037541,andrea.moralesgomez115@correo.com,2024-09-29,suspendido
15002,CC,87430489,Diana,Mejia Martinez,Calle 97 #14-82,Santa Marta,3447533135,diana.mejiamartinez918@correo.com,2026-04-16,activo
15003,CC,65627463,Camilo,Bedoya Agudelo,Calle 83 #112-59,Barranquilla,3922121908,camilo.bedoyaagudelo480@correo.com,2024-02-26,activo
15004,CC,61339964,Paula,Jimenez Restrepo,Calle 19 #20-24,Medellin,3880596150,paula.jimenezrestrepo245@correo.com,2026-01-26,activo
15005,NIT,12182271,Sebastian,Rodriguez Quintero,Calle 111 #106-7,Bogota,3042976610,sebastian.rodriguezquintero854@correo.com,2024-07-19,activo
15006,CC,95609565,Yuliana,Lopez Quintero,Calle 49 #41-80,Barranquilla,3728696366,yuliana.lopezquintero829@correo.com,2026-02-12,suspendido
15007,CC,34580407,Julian,Gomez Hernandez,Calle 33 #44-10,Cartagena,3244740640,julian.gomezhernandez666@correo.com,2026-05-13,activo
15008,CC,87502259,Felipe,Ramirez Vargas,Calle 22 #102-91,Pasto,3650045904,,2024-07-30,activo
15009,CC,90661362,Jose,Arango Molina,Calle 36 #9-115,Cartagena,3656026387,jose.arangomolina975@correo.com,2023-11-28,activo
15010,CC,36345840,Natalia,Cardona Lopez,Calle 42 #112-58,Pereira,3014109205,natalia.cardonalopez910@correo.com,2026-05-22,activo
15011,CC,11841058,Yuliana,Restrepo Vargas,Calle 9 #102-114,Medellin,3944817166,yuliana.restrepovargas938@correo.com,2023-12-10,activo
15012,NIT,64211495,David,Ortiz Garcia,Calle 62 #34-21,Bucaramanga,3570595146,david.ortizgarcia555@correo.com,2025-08-31,activo
15013,CC,43164463,Sebastian,Molina Perez,Calle 66 #82-28,Manizales,3664835331,sebastian.molinaperez295@correo.com,2024-06-11,activo
15014,CC,98587134,Yuliana,Jimenez Mejia,Calle 27 #74-103,Bogota,3409126261,yuliana.jimenezmejia456@correo.com,2025-07-28,activo
15015,CC,52795623,Laura,Rojas Ortiz,Calle 67 #40-63,Bogota,3613516603,laura.rojasortiz628@correo.com,2025-07-18,activo
15016,CC,30641574,Catalina,Osorio Sanchez,Calle 33 #69-54,Cali,3922759331,catalina.osoriosanchez516@correo.com,2024-07-19,activo
15017,CC,37266793,Carolina,Bedoya Quintero,Calle 9 #101-84,Cali,3098813732,carolina.bedoyaquintero122@correo.com,2024-04-01,activo
15018,NIT,27052982,Yuliana,Mejia Hernandez,Calle 36 #24-60,Medellin,3204627673,yuliana.mejiahernandez347@correo.com,2025-06-23,activo
15019,CC,68641676,Daniel,Cardona Morales,Calle 9 #66-25,Bogota,3479841372,daniel.cardonamorales89@correo.com,2025-05-05,activo
15020,CE,71444189,Paola,Morales Molina,Calle 58 #58-64,Bogota,3195680511,paola.moralesmolina561@correo.com,2025-10-25,activo
15021,CC,88106398,Nicolas,Bedoya Martinez,Calle 12 #86-99,Ibague,3975004846,nicolas.bedoyamartinez428@correo.com,2025-01-19,activo
15022,NIT,94564466,Kevin,Castano Giraldo,Calle 1 #92-21,Bogota,3284028502,kevin.castanogiraldo649@correo.com,2025-10-06,suspendido
15023,CC,74447248,Luisa,Morales Agudelo,Calle 46 #102-22,Pereira,3179256463,luisa.moralesagudelo733@correo.com,2024-11-05,activo
15024,CC,86842416,Alejandra,Quintero Cardona,Calle 111 #55-24,Ibague,3677848276,alejandra.quinterocardona643@correo.com,2023-09-25,inactivo
15025,CC,52984284,Luis,Martinez Castro,Calle 55 #54-111,Medellin,3209727565,luis.martinezcastro36@correo.com,2024-04-16,inactivo
15026,CC,50028436,Andres,Arango Garcia,Calle 21 #54-69,Manizales,3989886243,andres.arangogarcia161@correo.com,2023-07-26,activo
15027,CC,57027239,Isabella,Arango Castano,Calle 1 #112-44,Bogota,3844450993,isabella.arangocastano379@correo.com,2024-09-05,activo
15028,CC,14817548,Andrea,Vargas Gomez,Calle 51 #4-96,Monteria,3411286973,andrea.vargasgomez14@correo.com,2023-12-19,suspendido
15029,CC,73451051,Carolina,Vargas Arango,Calle 65 #95-34,Manizales,3954284973,carolina.vargasarango798@correo.com,2025-02-06,suspendido
15030,CC,43818271,Luis,Cardona Garcia,Calle 97 #108-30,Barranquilla,3835966745,luis.cardonagarcia466@correo.com,2025-05-27,activo
15031,CE,45263778,Kevin,Lopez Lopez,Calle 68 #67-40,Monteria,3552471144,kevin.lopezlopez934@correo.com,2024-10-01,activo
15032,TI,47326053,Ana,Diaz Morales,Calle 54 #77-6,Manizales,3749650930,ana.diazmorales919@correo.com,2026-03-16,activo
15033,NIT,93762725,Luisa,Arango Arango,Calle 103 #108-103,Medellin,3818542807,luisa.arangoarango421@correo.com,2023-06-23,activo
15034,CC,89717539,Felipe,Ortiz Gomez,Calle 101 #58-57,Medellin,3746838458,felipe.ortizgomez872@correo.com,2025-07-22,activo
15035,CC,15904474,Carolina,Diaz Torres,Calle 36 #84-10,Cartagena,3285020589,carolina.diaztorres798@correo.com,2023-11-03,activo
15036,CC,71799782,Paola,Giraldo Castro,Calle 96 #5-21,Bucaramanga,3427915586,paola.giraldocastro177@correo.com,2024-10-14,activo
15037,CE,47441854,Julian,Vargas Mejia,Calle 67 #58-86,Pereira,3828978295,,2024-03-30,suspendido
15038,TI,98656431,Juan,Perez Bedoya,Calle 104 #101-47,Santa Marta,3673426156,juan.perezbedoya777@correo.com,2024-05-21,activo
15039,NIT,75672880,Miguel,Quintero Rodriguez,Calle 31 #110-15,Cucuta,3049169665,miguel.quinterorodriguez868@correo.com,2026-05-13,activo
15040,CC,57569123,Julian,Mejia Morales,Calle 9 #10-111,Cali,3724968917,julian.mejiamorales576@correo.com,2026-05-02,activo
15041,NIT,92754849,Manuela,Vargas Ortiz,Calle 38 #28-61,Cali,3631649544,manuela.vargasortiz22@correo.com,2026-02-19,activo
15042,CC,12378248,Daniel,Cardona Quintero,Calle 41 #26-71,Medellin,3230552385,daniel.cardonaquintero105@correo.com,2025-03-28,activo
15043,NIT,91869187,Laura,Mejia Perez,Calle 40 #43-93,Bucaramanga,3304649198,laura.mejiaperez815@correo.com,2024-11-12,activo
15044,CE,90917297,Catalina,Castano Garcia,Calle 24 #50-112,Santa Marta,3508709570,catalina.castanogarcia893@correo.com,2023-07-11,inactivo
15045,CC,26941129,Paula,Agudelo Restrepo,Calle 81 #99-113,Bogota,3435974971,paula.agudelorestrepo504@correo.com,2025-02-16,inactivo
15046,CC,44093055,Carolina,Perez Garcia,Calle 67 #54-29,Barranquilla,3749320998,,2024-11-29,activo
15047,CC,32104409,Isabella,Restrepo Perez,Calle 46 #88-115,Cali,3136142332,isabella.restrepoperez702@correo.com,2023-10-04,activo
15048,CC,56653370,Diana,Restrepo Martinez,Calle 48 #86-70,Bogota,3813711523,diana.restrepomartinez731@correo.com,2025-02-26,activo
15049,CC,33168197,Luisa,Castro Jimenez,Calle 50 #21-82,Medellin,3897047680,,2025-05-17,activo
15050,CE,89593805,Isabella,Rojas Torres,Calle 106 #83-115,Cali,3741963792,isabella.rojastorres740@correo.com,2024-09-03,activo
15051,NIT,27182687,Felipe,Osorio Cardona,Calle 58 #88-118,Armenia,3205940606,felipe.osoriocardona520@correo.com,2023-07-14,activo
15052,CC,37901250,Laura,Osorio Mejia,Calle 2 #33-28,Bogota,3919350702,laura.osoriomejia237@correo.com,2024-01-10,activo
15053,CC,13545461,Carlos,Quintero Castro,Calle 47 #50-111,Pereira,3548621591,carlos.quinterocastro170@correo.com,2025-05-11,activo
15054,CC,49049460,Valentina,Perez Perez,Calle 116 #41-38,Bogota,3465935635,valentina.perezperez687@correo.com,2025-07-20,activo
15055,TI,69323175,Santiago,Agudelo Diaz,Calle 11 #66-106,Medellin,3429452634,santiago.agudelodiaz301@correo.com,2025-07-15,activo
15056,CC,89981144,Daniel,Jimenez Giraldo,Calle 116 #25-60,Cartagena,3117858469,daniel.jimenezgiraldo430@correo.com,2023-08-15,activo
15057,CC,26608072,Catalina,Agudelo Giraldo,Calle 10 #80-39,Bogota,3936656252,catalina.agudelogiraldo611@correo.com,2025-05-18,activo
15058,CC,33528687,Carlos,Ortiz Diaz,Calle 20 #89-89,Medellin,3930943939,,2023-09-27,activo
15059,CE,48283277,Tatiana,Gomez Castano,Calle 10 #4-90,Manizales,3906028590,tatiana.gomezcastano927@correo.com,2024-05-31,suspendido
15060,CE,39154411,Camilo,Torres Osorio,Calle 73 #79-28,Medellin,3117129198,camilo.torresosorio160@correo.com,2024-08-17,activo
15061,CC,51712746,Paola,Mejia Jimenez,Calle 5 #35-54,Cali,3502989869,paola.mejiajimenez626@correo.com,2026-03-01,activo
15062,CE,81606751,Nicolas,Perez Perez,Calle 95 #112-85,Medellin,3337657884,nicolas.perezperez472@correo.com,2024-04-19,inactivo
15063,CC,53847327,David,Jimenez Arango,Calle 52 #71-59,Bogota,3393342637,david.jimenezarango99@correo.com,2024-10-18,activo
15064,CC,40142998,Sebastian,Martinez Castro,Calle 31 #40-100,Armenia,3104811024,sebastian.martinezcastro47@correo.com,2023-09-25,activo
15065,CC,84553083,Andrea,Lopez Mejia,Calle 21 #113-11,Ibague,3792952123,andrea.lopezmejia770@correo.com,2025-09-17,activo
15066,CC,46549284,Andres,Perez Molina,Calle 65 #39-80,Bogota,3993077984,andres.perezmolina693@correo.com,2025-08-11,activo
15067,CC,27738605,Juan,Gomez Mejia,Calle 1 #31-41,Medellin,3985716497,juan.gomezmejia808@correo.com,2025-09-26,inactivo
15068,CC,97472564,Manuela,Restrepo Torres,Calle 99 #108-115,Cartagena,3698466534,,2023-08-28,activo
15069,CC,80819573,Andres,Osorio Morales,Calle 24 #99-54,Pasto,3485649901,andres.osoriomorales346@correo.com,2025-10-28,inactivo
15070,CC,69344788,Miguel,Sanchez Agudelo,Calle 19 #10-38,Cucuta,3828102865,miguel.sanchezagudelo974@correo.com,2023-06-26,activo
15071,CC,40592351,Camilo,Rojas Cardona,Calle 91 #14-94,Bogota,3087581938,camilo.rojascardona867@correo.com,2026-01-10,activo
15072,NIT,21435169,Sara,Osorio Gomez,Calle 110 #114-77,Bogota,3795441873,,2025-12-04,activo
15073,CC,21107204,Kevin,Lopez Castano,Calle 34 #90-41,Pereira,3023269295,kevin.lopezcastano565@correo.com,2024-07-20,activo
15074,NIT,28360845,Isabella,Jimenez Cardona,Calle 86 #102-78,Pereira,3351481876,isabella.jimenezcardona606@correo.com,2024-11-18,activo
15075,CC,59963381,Isabella,Sanchez Torres,Calle 68 #10-78,Cartagena,3444324542,isabella.sancheztorres716@correo.com,2026-05-18,inactivo
15076,CC,33178958,Julian,Martinez Rojas,Calle 94 #61-47,Cali,3964430864,julian.martinezrojas886@correo.com,2025-08-26,activo
15077,CC,46701218,Jose,Gomez Torres,Calle 63 #71-51,Medellin,3629807697,jose.gomeztorres143@correo.com,2025-01-29,activo
15078,NIT,22813529,Sara,Mejia Arango,Calle 62 #28-22,Cali,3355890297,sara.mejiaarango818@correo.com,2023-11-03,activo
15079,CC,12347268,Natalia,Martinez Arango,Calle 104 #67-56,Bogota,3980962487,natalia.martinezarango735@correo.com,2024-12-03,activo
15080,NIT,35267382,Maria,Rodriguez Arango,Calle 56 #41-76,Medellin,3410356873,maria.rodriguezarango52@correo.com,2025-02-25,activo
15081,CC,56816731,Paula,Diaz Lopez,Calle 45 #31-46,Bogota,3353945577,paula.diazlopez914@correo.com,2024-08-06,activo
15082,NIT,53375037,Valentina,Agudelo Perez,Calle 22 #21-90,Ibague,3878618376,valentina.agudeloperez760@correo.com,2025-11-14,activo
15083,CC,48598693,Natalia,Rodriguez Osorio,Calle 19 #112-62,Barranquilla,3290557680,natalia.rodriguezosorio799@correo.com,2023-08-25,activo
15084,CC,19291712,Catalina,Lopez Mejia,Calle 30 #84-101,Medellin,3342551378,catalina.lopezmejia348@correo.com,2023-09-26,activo
15085,CC,84517149,Daniel,Molina Rodriguez,Calle 30 #5-110,Bogota,3818996851,daniel.molinarodriguez58@correo.com,2025-01-09,activo
15086,NIT,80845897,Carolina,Rojas Arango,Calle 82 #56-39,Medellin,3188835571,carolina.rojasarango541@correo.com,2025-12-14,activo
15087,CC,85766686,Felipe,Rodriguez Quintero,Calle 27 #73-15,Cali,3008354052,felipe.rodriguezquintero741@correo.com,2025-01-07,inactivo
15088,NIT,48744817,Sebastian,Jimenez Bedoya,Calle 24 #67-21,Medellin,3260610912,sebastian.jimenezbedoya883@correo.com,2024-07-11,activo
15089,TI,47341164,Mateo,Sanchez Bedoya,Calle 55 #109-20,Barranquilla,3371254019,mateo.sanchezbedoya913@correo.com,2024-11-30,activo
15090,CE,92007397,Sebastian,Giraldo Agudelo,Calle 67 #79-19,Bucaramanga,3408572837,sebastian.giraldoagudelo449@correo.com,2025-11-24,suspendido
15091,TI,92229798,Sebastian,Bedoya Diaz,Calle 38 #112-16,Medellin,3075665723,,2023-06-17,activo
15092,CC,37424822,Felipe,Giraldo Cardona,Calle 96 #103-13,Pasto,3575517491,,2023-12-09,activo
15093,CE,39159397,Mateo,Martinez Gomez,Calle 42 #103-78,Cucuta,3118296759,mateo.martinezgomez395@correo.com,2025-11-29,activo
15094,CC,48976468,Valentina,Torres Arango,Calle 47 #84-105,Pasto,3091540084,valentina.torresarango524@correo.com,2024-06-03,activo
15095,CC,16201856,Diana,Molina Vargas,Calle 49 #96-35,Medellin,3886506639,diana.molinavargas255@correo.com,2023-08-27,activo
15096,CC,13378862,Julian,Ramirez Diaz,Calle 27 #86-68,Bogota,3736773272,julian.ramirezdiaz250@correo.com,2024-06-14,activo
15097,CC,65412030,Diana,Jimenez Osorio,Calle 43 #112-38,Ibague,3119404303,diana.jimenezosorio897@correo.com,2023-11-08,activo
15098,CC,70815349,Camilo,Martinez Morales,Calle 83 #20-6,Bogota,3322576584,camilo.martinezmorales261@correo.com,2025-08-06,activo
15099,TI,68505450,Carlos,Quintero Castano,Calle 32 #85-106,Barranquilla,3437401698,carlos.quinterocastano3@correo.com,2025-04-06,inactivo
15100,CC,32626190,Luisa,Ramirez Bedoya,Calle 36 #54-64,Bogota,3544549934,luisa.ramirezbedoya454@correo.com,2023-10-16,activo
15101,CC,26984641,Sebastian,Arango Cardona,Calle 15 #114-47,Barranquilla,3562170530,sebastian.arangocardona430@correo.com,2023-10-13,activo
15102,CC,65611793,Alejandra,Diaz Vargas,Calle 39 #117-71,Barranquilla,3231511299,alejandra.diazvargas364@correo.com,2024-07-03,activo
15103,CE,30880524,Juan,Perez Molina,Calle 46 #43-113,Cartagena,3065202026,juan.perezmolina345@correo.com,2023-12-06,activo
15104,CC,63835841,Catalina,Torres Rodriguez,Calle 108 #67-31,Cartagena,3106440560,catalina.torresrodriguez148@correo.com,2025-10-09,activo
15105,CE,96405428,Sofia,Molina Torres,Calle 45 #24-100,Cali,3007467987,,2025-04-09,activo
15106,CC,55058925,Nicolas,Ramirez Torres,Calle 52 #55-18,Barranquilla,3070799973,nicolas.ramireztorres242@correo.com,2023-10-28,activo
15107,CC,48947442,Isabella,Rodriguez Osorio,Calle 74 #65-113,Barranquilla,3758953259,isabella.rodriguezosorio162@correo.com,2026-04-03,activo
15108,NIT,60339418,Mateo,Mejia Torres,Calle 90 #62-104,Cali,3346166913,mateo.mejiatorres27@correo.com,2024-03-14,activo
15109,CC,59817450,Sara,Martinez Mejia,Calle 83 #27-10,Medellin,3605012428,sara.martinezmejia860@correo.com,2026-02-21,activo
15110,CC,73848158,Catalina,Lopez Diaz,Calle 109 #108-115,Pereira,3189140669,catalina.lopezdiaz178@correo.com,2026-05-13,activo
15111,CC,11334381,Paola,Restrepo Rojas,Calle 41 #52-111,Pasto,3433671689,paola.restreporojas949@correo.com,2025-07-31,activo
15112,CC,69043254,Nicolas,Agudelo Ramirez,Calle 81 #41-84,Bucaramanga,3758075663,,2023-06-16,activo
15113,CC,65578258,Paula,Diaz Giraldo,Calle 82 #24-86,Medellin,3352792553,paula.diazgiraldo410@correo.com,2024-08-25,inactivo
15114,CE,97046478,Isabella,Mejia Ramirez,Calle 63 #68-108,Medellin,3037326260,isabella.mejiaramirez804@correo.com,2024-10-09,activo
15115,NIT,74485463,Jose,Castro Jimenez,Calle 86 #34-54,Bogota,3504830221,jose.castrojimenez245@correo.com,2025-02-22,activo
15116,CC,91090034,Luis,Perez Rojas,Calle 40 #40-22,Bogota,3472325671,luis.perezrojas828@correo.com,2026-02-23,activo
15117,CC,38715625,Natalia,Arango Castano,Calle 27 #81-27,Cali,3203918748,natalia.arangocastano134@correo.com,2025-09-19,activo
15118,CE,20322262,Nicolas,Jimenez Castano,Calle 60 #17-106,Bogota,3208349927,,2024-05-25,inactivo
15119,CC,42847119,Mateo,Castro Giraldo,Calle 96 #69-20,Barranquilla,3316505764,,2025-03-30,activo
15120,CC,77776291,Paula,Diaz Martinez,Calle 36 #6-102,Armenia,3872875455,paula.diazmartinez634@correo.com,2024-08-24,activo
15121,TI,52233854,Andrea,Arango Lopez,Calle 89 #10-63,Armenia,3233472397,andrea.arangolopez992@correo.com,2024-12-12,activo
15122,CC,82905170,Jorge,Gomez Jimenez,Calle 16 #82-3,Pasto,3834504013,jorge.gomezjimenez423@correo.com,2023-08-01,activo
15123,CC,76793261,Luisa,Perez Arango,Calle 61 #45-15,Bogota,3021646308,luisa.perezarango672@correo.com,2023-06-21,activo
15124,CC,61766300,Nicolas,Mejia Ortiz,Calle 40 #98-7,Medellin,3733554321,nicolas.mejiaortiz290@correo.com,2026-05-05,activo
15125,NIT,50210010,Alejandra,Arango Cardona,Calle 97 #12-1,Bogota,3058854550,alejandra.arangocardona870@correo.com,2024-05-21,activo
15126,CE,60384044,Paula,Osorio Bedoya,Calle 79 #1-89,Cali,3603445016,paula.osoriobedoya472@correo.com,2024-12-11,activo
15127,CC,23793901,Paola,Ortiz Diaz,Calle 57 #95-108,Bogota,3202096679,paola.ortizdiaz978@correo.com,2024-11-25,activo
15128,CC,62966356,Valentina,Castro Castro,Calle 63 #62-2,Medellin,3212472368,valentina.castrocastro856@correo.com,2023-08-14,activo
15129,CC,45824780,Tatiana,Gomez Arango,Calle 90 #11-74,Cali,3751503405,tatiana.gomezarango755@correo.com,2026-04-24,activo
15130,CC,77545495,Natalia,Quintero Garcia,Calle 79 #119-47,Bucaramanga,3979137546,natalia.quinterogarcia582@correo.com,2024-02-18,activo
15131,CC,48100361,Natalia,Rojas Gomez,Calle 117 #65-95,Cali,3562753943,natalia.rojasgomez479@correo.com,2024-11-30,activo
15132,CC,84300211,Valentina,Hernandez Arango,Calle 25 #115-63,Bogota,3094777012,valentina.hernandezarango955@correo.com,2025-03-25,activo
15133,CC,23480570,Paula,Rojas Castro,Calle 64 #16-14,Bogota,3373031870,,2025-01-20,activo
15134,CC,92497910,Yuliana,Hernandez Diaz,Calle 72 #107-62,Bogota,3855691581,yuliana.hernandezdiaz283@correo.com,2026-02-26,suspendido
15135,CC,55122192,Catalina,Castro Molina,Calle 19 #13-64,Medellin,3012560718,catalina.castromolina26@correo.com,2026-05-17,activo
15136,CC,15208556,Yuliana,Martinez Diaz,Calle 72 #56-66,Barranquilla,3043470021,yuliana.martinezdiaz847@correo.com,2023-09-26,activo
15137,CC,21158612,Tatiana,Castano Hernandez,Calle 104 #96-53,Monteria,3835226236,,2025-02-02,activo
15138,CC,95417011,Andrea,Gomez Molina,Calle 32 #49-5,Medellin,3714123774,andrea.gomezmolina761@correo.com,2024-10-25,activo
15139,CC,93615954,Isabella,Quintero Vargas,Calle 70 #7-9,Pasto,3029195030,isabella.quinterovargas502@correo.com,2025-07-30,activo
15140,NIT,40718754,Manuela,Giraldo Ortiz,Calle 85 #45-102,Medellin,3064802357,manuela.giraldoortiz266@correo.com,2023-08-15,suspendido
15141,CC,34721552,Alejandra,Vargas Giraldo,Calle 94 #77-42,Cucuta,3529465235,alejandra.vargasgiraldo638@correo.com,2026-05-17,activo
15142,NIT,47901661,Juan,Jimenez Rodriguez,Calle 67 #37-28,Cali,3963798574,juan.jimenezrodriguez516@correo.com,2025-05-02,activo
15143,NIT,31772699,Alejandra,Bedoya Lopez,Calle 34 #34-90,Cali,3746211477,alejandra.bedoyalopez359@correo.com,2026-01-18,activo
15144,CC,89016267,Paola,Castro Molina,Calle 40 #53-114,Cali,3489070401,paola.castromolina665@correo.com,2023-12-12,activo
15145,CC,88933447,Alejandra,Molina Ramirez,Calle 62 #85-68,Pasto,3097240686,alejandra.molinaramirez816@correo.com,2024-11-18,activo
15146,CC,65502419,Carolina,Rojas Jimenez,Calle 86 #90-68,Bogota,3014786165,,2025-09-21,activo
15147,CC,40150475,Manuela,Osorio Rodriguez,Calle 6 #27-32,Medellin,3340877367,manuela.osoriorodriguez674@correo.com,2025-04-23,inactivo
15148,CC,87306873,Nicolas,Ortiz Arango,Calle 83 #74-11,Bogota,3596655073,nicolas.ortizarango65@correo.com,2023-06-14,inactivo
