id_agente,nombre,apellido,documento,cargo,telefono,email,fecha_ingreso,estado_agente,id_equipo,id_departamento
240,Paola,Ramirez Jimenez,26163502,asesor_comercial,3586910982,agente240@empresa.com,2025-11-08,activo,8,3
241,Kevin,Castro Diaz,94971837,asesor_servicio,3026526193,agente241@empresa.com,2022-06-01,activo,2,1
242,David,Jimenez Castro,68382065,asesor_servicio,3008545686,agente242@empresa.com,2024-01-25,activo,4,2
243,Camilo,Rodriguez Giraldo,47809145,asesor_servicio,3772810378,agente243@empresa.com,2024-07-09,activo,6,2
244,Carolina,Castro Castano,58192808,asesor_comercial,3950905591,agente244@empresa.com,2024-09-03,vacaciones,7,3
245,Santiago,Jimenez Cardona,18780329,asesor_servicio,3604396594,agente245@empresa.com,2024-08-01,vacaciones,6,2
246,Valentina,Mejia Sanchez,73842308,asesor_comercial,3105105256,agente246@empresa.com,2024-02-09,vacaciones,9,4
247,David,Agudelo Perez,11295652,asesor_comercial,3526474390,agente247@empresa.com,2026-04-02,activo,10,4
248,Manuela,Martinez Arango,28087010,asesor_servicio,3737990203,agente248@empresa.com,2023-12-10,activo,2,1
249,Daniel,Ramirez Perez,54876656,asesor_servicio,3704339114,agente249@empresa.com,2022-05-06,activo,11,5
250,David,Cardona Vargas,36180434,asesor_servicio,3035299248,agente250@empresa.com,2024-02-05,activo,11,5
251,Juan,Arango Rojas,10719358,asesor_comercial,3210579474,agente251@empresa.com,2023-08-07,inactivo,9,4
252,Jorge,Mejia Restrepo,65514286,asesor_servicio,3746341852,agente252@empresa.com,2022-03-24,activo,6,2
253,Luisa,Rodriguez Molina,30466608,asesor_comercial,3867050598,agente253@empresa.com,2023-03-28,inactivo,7,3
254,Julian,Vargas Cardona,83057299,asesor_servicio,3290699989,agente254@empresa.com,2021-09-23,vacaciones,4,2
255,Paola,Rodriguez Jimenez,17528440,asesor_servicio,3593354700,agente255@empresa.com,2025-06-29,vacaciones,11,5
256,Diana,Giraldo Ramirez,85920498,asesor_servicio,3345063789,agente256@empresa.com,2022-11-11,inactivo,5,2
257,Camilo,Arango Arango,60142033,asesor_servicio,3945320072,agente257@empresa.com,2024-03-24,activo,2,1
258,Miguel,Gomez Diaz,83327965,asesor_servicio,3193457912,agente258@empresa.com,2026-01-31,activo,11,5
259,Kevin,Castano Agudelo,87289845,asesor_servicio,3866337671,agente259@empresa.com,2024-09-28,activo,1,1
260,Sara,Jimenez Morales,56403052,asesor_servicio,3813639763,agente260@empresa.com,2026-03-08,inactivo,1,1
261,Camilo,Rojas Morales,80945526,asesor_comercial,3069954460,agente261@empresa.com,2025-10-24,inactivo,8,3
262,Nicolas,Bedoya Ramirez,88348796,asesor_servicio,3378365263,agente262@empresa.com,2021-08-25,vacaciones,2,1
263,Jorge,Perez Torres,47686812,asesor_servicio,3513284823,agente263@empresa.com,2023-04-12,inactivo,3,1
264,Paola,Giraldo Martinez,57244519,asesor_comercial,3095535899,agente264@empresa.com,2024-07-30,activo,7,3
265,Jorge,Jimenez Castano,45735114,asesor_servicio,3605143666,agente265@empresa.com,2022-03-29,activo,2,1
266,Isabella,Arango Sanchez,53943447,asesor_servicio,3939448991,agente266@empresa.com,2025-02-24,inactivo,1,1
267,Andres,Diaz Rojas,37885867,asesor_comercial,3821501798,agente267@empresa.com,2023-02-10,activo,7,3
268,Mateo,Quintero Ramirez,41597198,asesor_comercial,3980996069,agente268@empresa.com,2024-08-14,activo,10,4
269,Natalia,Lopez Sanchez,38216823,asesor_servicio,3796155596,agente269@empresa.com,2024-01-11,activo,11,5
270,Maria,Ortiz Perez,16993029,asesor_servicio,3792407582,agente270@empresa.com,2025-11-10,activo,2,1
271,Tatiana,Torres Torres,19201672,asesor_comercial,3675107538,agente271@empresa.com,2022-03-01,activo,8,3
272,Jorge,Torres Agudelo,19912500,asesor_comercial,3960915809,agente272@empresa.com,2022-05-11,activo,7,3
273,Juan,Osorio Castano,23799391,asesor_servicio,3419157490,agente273@empresa.com,2023-10-07,inactivo,6,2
274,Natalia,Quintero Restrepo,60071194,asesor_servicio,3532312321,agente274@empresa.com,2026-02-04,activo,4,2
275,Felipe,Ortiz Vargas,92122287,asesor_comercial,3453192176,agente275@empresa.com,2024-01-10,activo,7,3
276,Mateo,Castano Castro,41068425,asesor_servicio,3864231986,agente276@empresa.com,2021-10-10,activo,1,1
277,Diana,Castro Rodriguez,38128513,asesor_servicio,3030682138,agente277@empresa.com,2026-03-06,inactivo,1,1
278,Carlos,Molina Giraldo,41924769,asesor_servicio,3063433272,agente278@empresa.com,2025-11-21,activo,5,2
279,Sara,Giraldo Ramirez,67772897,asesor_comercial,3505733180,agente279@empresa.com,2021-05-16,activo,8,3
280,Alejandra,Ramirez Osorio,83893621,asesor_servicio,3535981623,agente280@empresa.com,2023-04-24,activo,6,2
281,Santiago,Molina Torres,78275837,asesor_servicio,3720654314,agente281@empresa.com,2024-01-30,activo,11,5
282,Maria,Molina Castano,32348301,asesor_comercial,3287975304,agente282@empresa.com,2023-09-05,activo,9,4
283,Carlos,Garcia Bedoya,32512353,asesor_servicio,3156819963,agente283@empresa.com,2025-05-18,activo,5,2
284,Paula,Jimenez Castano,38230518,asesor_servicio,3454757338,agente284@empresa.com,2025-08-26,activo,3,1
285,Miguel,Arango Mejia,31185756,asesor_comercial,3914235311,agente285@empresa.com,2022-07-10,activo,7,3
286,Alejandra,Sanchez Restrepo,59644922,asesor_servicio,3166083400,agente286@empresa.com,2024-09-22,activo,4,2
287,Jorge,Giraldo Molina,54181119,asesor_servicio,3681188600,agente287@empresa.com,2021-11-25,activo,5,2
288,Valentina,Lopez Castano,14593486,asesor_servicio,3822258019,agente288@empresa.com,2023-11-22,activo,11,5
289,Felipe,Perez Rojas,58016408,asesor_servicio,3384932054,agente289@empresa.com,2026-02-17,activo,2,1
290,Carolina,Giraldo Giraldo,46623159,asesor_servicio,3954627093,agente290@empresa.com,2022-03-24,activo,6,2
291,Maria,Jimenez Torres,53115215,asesor_servicio,3703127526,agente291@empresa.com,2023-09-16,activo,5,2
292,Santiago,Ramirez Ortiz,31865209,asesor_servicio,3030673332,agente292@empresa.com,2025-07-10,activo,1,1
293,Tatiana,Ortiz Sanchez,62303941,asesor_servicio,3584007657,agente293@empresa.com,2024-08-13,activo,2,1
294,Tatiana,Quintero Mejia,19261810,asesor_comercial,3684318504,agente294@empresa.com,2022-09-15,activo,7,3
295,Julian,Perez Lopez,39456309,asesor_comercial,3362401080,agente295@empresa.com,2022-12-17,activo,7,3
296,Jose,Giraldo Rojas,54240047,asesor_servicio,3948104630,agente296@empresa.com,2021-11-21,vacaciones,2,1
297,Daniel,Giraldo Osorio,43663120,asesor_comercial,3280726220,agente297@empresa.com,2024-11-26,vacaciones,10,4
298,Natalia,Cardona Garcia,25196654,asesor_servicio,3812141665,agente298@empresa.com,2022-09-05,vacaciones,3,1
299,Natalia,Torres Osorio,86276968,asesor_servicio,3757876806,agente299@empresa.com,2022-12-06,inactivo,12,5
300,Alejandra,Giraldo Quintero,11227015,asesor_comercial,3282357596,agente300@empresa.com,2023-10-07,activo,7,3
301,Laura,Martinez Ortiz,73970762,asesor_servicio,3127742572,agente301@empresa.com,2023-09-11,activo,12,5
302,Valentina,Rodriguez Quintero,34843587,asesor_servicio,3679418099,agente302@empresa.com,2022-09-04,activo,1,1
303,Miguel,Osorio Agudelo,69643630,asesor_comercial,3724544726,agente303@empresa.com,2022-07-26,activo,8,3
304,Sofia,Osorio Rojas,78012393,asesor_comercial,3936892354,agente304@empresa.com,2022-04-10,activo,10,4
305,Juan,Torres Perez,23956411,asesor_comercial,3461008213,agente305@empresa.com,2022-05-09,activo,7,3
306,Sara,Ortiz Diaz,25156659,asesor_comercial,3970215016,agente306@empresa.com,2026-04-22,inactivo,8,3
307,David,Martinez Vargas,27600831,asesor_comercial,3136588586,agente307@empresa.com,2023-03-20,activo,9,4
308,Laura,Perez Jimenez,82161218,asesor_comercial,3009063250,agente308@empresa.com,2022-11-04,inactivo,9,4
309,Luisa,Diaz Ramirez,35819936,asesor_comercial,3511388192,agente309@empresa.com,2025-08-13,activo,8,3
310,Jorge,Quintero Torres,13024655,asesor_comercial,3165641324,agente310@empresa.com,2024-03-05,vacaciones,9,4
311,Andres,Ramirez Giraldo,80708313,asesor_servicio,3128340935,agente311@empresa.com,2025-02-08,vacaciones,12,5
312,Luisa,Osorio Castano,56564596,asesor_servicio,3112361249,agente312@empresa.com,2025-10-24,activo,4,2
313,Luis,Restrepo Arango,78226781,asesor_servicio,3680331587,agente313@empresa.com,2023-02-05,vacaciones,5,2
314,Nicolas,Morales Ortiz,47771368,asesor_servicio,3661803502,agente314@empresa.com,2025-09-27,inactivo,1,1
315,Tatiana,Rodriguez Mejia,68983333,asesor_comercial,3819402356,agente315@empresa.com,2024-02-03,activo,7,3
316,Daniel,Ortiz Diaz,95556037,asesor_servicio,3948031439,agente316@empresa.com,2023-07-17,activo,6,2
317,Luisa,Arango Martinez,10435262,asesor_servicio,3735278389,agente317@empresa.com,2026-05-22,activo,5,2
318,Paula,Quintero Garcia,98777399,asesor_comercial,3095145828,agente318@empresa.com,2024-01-17,inactivo,7,3
319,Alejandra,Mejia Molina,59081395,asesor_comercial,3499055207,agente319@empresa.com,2023-07-07,inactivo,9,4
320,Paula,Mejia Bedoya,29484902,asesor_servicio,3650760631,agente320@empresa.com,2022-09-05,activo,12,5
321,Tatiana,Ortiz Torres,99137214,asesor_servicio,3795031609,agente321@empresa.com,2021-07-11,activo,4,2
322,Jorge,Hernandez Quintero,80875374,asesor_servicio,3761577762,agente322@empresa.com,2025-07-17,activo,3,1
323,Daniel,Arango Molina,82636430,asesor_servicio,3076937492,agente323@empresa.com,2023-04-28,activo,3,1
324,Jorge,Quintero Molina,19145012,asesor_servicio,3963404022,agente324@empresa.com,2023-01-19,inactivo,4,2
325,Nicolas,Torres Lopez,58752284,asesor_servicio,3810114730,agente325@empresa.com,2021-08-21,activo,4,2
326,Sebastian,Garcia Rodriguez,72734374,asesor_comercial,3848532147,agente326@empresa.com,2025-11-13,activo,8,3
327,Daniel,Arango Vargas,95988803,asesor_servicio,3850228540,agente327@empresa.com,2024-08-09,vacaciones,12,5
328,Catalina,Molina Osorio,85097464,asesor_servicio,3219318269,agente328@empresa.com,2024-03-08,activo,1,1
329,Nicolas,Garcia Sanchez,79480870,asesor_servicio,3382628700,agente329@empresa.com,2026-04-09,inactivo,3,1
330,Ana,Garcia Agudelo,87512866,asesor_servicio,3693025386,agente330@empresa.com,2022-05-19,activo,1,1
331,Luis,Rojas Hernandez,34145606,asesor_comercial,3294255593,agente331@empresa.com,2024-08-31,activo,8,3
332,Jose,Arango Jimenez,49486473,asesor_servicio,3734201455,agente332@empresa.com,2024-06-16,vacaciones,5,2
333,Ana,Morales Arango,66961398,asesor_servicio,3566807577,agente333@empresa.com,2021-11-11,activo,4,2
334,Luisa,Perez Ramirez,72949794,asesor_servicio,3479092177,agente334@empresa.com,2023-06-22,activo,3,1
335,Manuela,Morales Vargas,12355684,asesor_comercial,3737214055,agente335@empresa.com,2022-11-04,activo,9,4
336,Luis,Mejia Cardona,43458383,asesor_comercial,3665947529,agente336@empresa.com,2023-08-17,inactivo,9,4
337,Natalia,Lopez Jimenez,49714358,asesor_comercial,3382908747,agente337@empresa.com,2026-02-07,activo,7,3
338,Andres,Ramirez Lopez,15139497,asesor_servicio,3914902589,agente338@empresa.com,2021-10-09,vacaciones,2,1
339,Diana,Giraldo Rojas,28432309,asesor_servicio,3173395280,agente339@empresa.com,2024-10-11,vacaciones,3,1
340,Paola,Lopez Osorio,79864692,asesor_servicio,3993675934,agente340@empresa.com,2022-05-08,activo,3,1
341,Carolina,Molina Cardona,26904399,asesor_comercial,3259321772,agente341@empresa.com,2021-11-24,activo,9,4
342,Alejandra,Jimenez Vargas,85755344,asesor_servicio,3356350127,agente342@empresa.com,2024-12-14,activo,5,2
343,Alejandra,Rodriguez Rojas,14793788,asesor_servicio,3962849431,agente343@empresa.com,2026-05-07,activo,11,5
344,Daniel,Lopez Ramirez,49175575,asesor_servicio,3649463869,agente344@empresa.com,2021-12-10,activo,2,1
345,Daniel,Arango Jimenez,16472292,asesor_servicio,3556939330,agente345@empresa.com,2026-03-22,activo,5,2
346,Andres,Castano Martinez,81472884,asesor_servicio,3672158207,agente346@empresa.com,2025-12-31,activo,4,2
347,Paola,Gomez Vargas,16449537,asesor_servicio,3707987710,agente347@empresa.com,2026-03-15,inactivo,4,2
348,Carlos,Mejia Agudelo,69546987,asesor_comercial,3478494045,agente348@empresa.com,2021-11-18,activo,9,4
349,Luis,Arango Gomez,27578602,asesor_comercial,3799495626,agente349@empresa.com,2025-07-31,activo,9,4
350,Kevin,Morales Bedoya,74994977,asesor_servicio,3002469322,agente350@empresa.com,2021-10-11,activo,6,2
351,Andres,Osorio Sanchez,40769413,asesor_servicio,3477162180,agente351@empresa.com,2022-08-25,activo,12,5
352,Ana,Agudelo Perez,39035353,asesor_servicio,3926705707,agente352@empresa.com,2026-01-13,activo,4,2
353,Manuela,Agudelo Mejia,86258605,asesor_servicio,3180694798,agente353@empresa.com,2023-02-14,activo,6,2
354,Jose,Martinez Hernandez,85912379,asesor_servicio,3895300817,agente354@empresa.com,2021-10-11,activo,6,2
355,Mateo,Cardona Jimenez,98497875,asesor_servicio,3369372905,agente355@empresa.com,2025-04-29,inactivo,12,5
356,Paula,Ramirez Giraldo,26819340,asesor_servicio,3436197798,agente356@empresa.com,2023-01-25,activo,1,1
357,Mateo,Ortiz Castano,98272674,asesor_servicio,3940283630,agente357@empresa.com,2025-04-21,activo,6,2
358,Isabella,Cardona Rodriguez,75089442,asesor_servicio,3484985321,agente358@empresa.com,2021-09-11,activo,4,2
359,Camilo,Cardona Castano,81010102,asesor_servicio,3541781213,agente359@empresa.com,2023-11-06,activo,12,5
360,Camilo,Giraldo Cardona,21141893,asesor_comercial,3008995025,agente360@empresa.com,2022-06-16,activo,7,3
361,Andrea,Castro Vargas,58360251,asesor_servicio,3739738928,agente361@empresa.com,2022-11-02,vacaciones,12,5
362,Miguel,Molina Rojas,29447974,asesor_comercial,3748573343,agente362@empresa.com,2026-01-26,activo,7,3
363,Nicolas,Perez Osorio,32046251,asesor_servicio,3093389162,agente363@empresa.com,2022-10-14,inactivo,11,5
364,Sofia,Osorio Morales,58500260,asesor_servicio,3570908273,agente364@empresa.com,2021-09-23,activo,5,2
365,Valentina,Agudelo Restrepo,24004766,asesor_comercial,3924962468,agente365@empresa.com,2025-06-06,inactivo,9,4
366,Luis,Morales Rojas,43369261,asesor_servicio,3034147152,agente366@empresa.com,2021-09-11,vacaciones,1,1
367,Felipe,Sanchez Martinez,53220230,asesor_comercial,3414813590,agente367@empresa.com,2022-10-28,activo,7,3
368,Manuela,Rojas Quintero,51841698,asesor_comercial,3616023083,agente368@empresa.com,2021-10-06,activo,9,4
369,Miguel,Ortiz Ramirez,70861755,asesor_servicio,3013243323,agente369@empresa.com,2021-12-26,inactivo,4,2
370,Catalina,Diaz Garcia,54539418,asesor_comercial,3769035495,agente370@empresa.com,2021-05-20,vacaciones,8,3
371,Juan,Molina Mejia,87608110,asesor_servicio,3075299451,agente371@empresa.com,2023-05-07,inactivo,6,2
372,Diana,Gomez Agudelo,74571151,asesor_servicio,3692793148,agente372@empresa.com,2024-02-14,activo,6,2
373,David,Hernandez Quintero,75574063,asesor_servicio,3505765532,agente373@empresa.com,2024-03-21,activo,1,1
374,Juan,Torres Vargas,67813521,asesor_servicio,3454340219,agente374@empresa.com,2023-01-16,activo,4,2
375,Luis,Ramirez Vargas,39046348,asesor_servicio,3165879206,agente375@empresa.com,2025-04-15,vacaciones,2,1
376,Santiago,Sanchez Restrepo,37335430,asesor_servicio,3318293655,agente376@empresa.com,2025-11-30,activo,11,5
377,Andrea,Castano Giraldo,21252762,asesor_comercial,3060338507,agente377@empresa.com,2022-12-14,activo,8,3
378,Laura,Ortiz Agudelo,97675476,asesor_servicio,3571821050,agente378@empresa.com,2025-03-18,activo,5,2
379,Miguel,Castano Jimenez,44157629,asesor_servicio,3123343854,agente379@empresa.com,2023-01-13,activo,2,1
380,Camilo,Hernandez Perez,68338423,asesor_comercial,3811495124,agente380@empresa.com,2024-01-03,activo,8,3
381,Laura,Cardona Rojas,16402419,asesor_comercial,3105719861,agente381@empresa.com,2022-03-15,inactivo,7,3
382,Diana,Quintero Sanchez,14487325,asesor_servicio,3036961456,agente382@empresa.com,2025-04-23,activo,1,1
383,Sofia,Martinez Rodriguez,87553616,asesor_servicio,3881239574,agente383@empresa.com,2025-10-06,activo,6,2
384,Nicolas,Hernandez Ramirez,70650454,asesor_servicio,3486049341,agente384@empresa.com,2022-09-29,activo,1,1
385,Manuela,Ortiz Sanchez,65848713,asesor_servicio,3768321306,agente385@empresa.com,2022-01-12,activo,3,1
386,Laura,Castro Hernandez,46289122,asesor_servicio,3341138393,agente386@empresa.com,2021-08-09,activo,2,1
387,Nicolas,Torres Lopez,11718838,asesor_comercial,3099523900,agente387@empresa.com,2025-06-21,activo,9,4
388,Paola,Sanchez Morales,84694809,asesor_comercial,3842258380,agente388@empresa.com,2021-06-04,activo,7,3
389,Paula,Restrepo Osorio,17090110,asesor_servicio,3493272675,agente389@empresa.com,2022-01-08,activo,3,1
390,Paola,Morales Giraldo,54432491,asesor_servicio,3984084150,agente390@empresa.com,2025-11-06,activo,6,2
391,Carlos,Ramirez Agudelo,69410316,asesor_comercial,3047428316,agente391@empresa.com,2021-10-07,activo,7,3
392,Maria,Cardona Agudelo,75601617,asesor_servicio,3591247203,agente392@empresa.com,2024-01-19,inactivo,6,2
393,Manuela,Arango Giraldo,11991126,asesor_comercial,3756317393,agente393@empresa.com,2021-08-10,activo,9,4
394,Sebastian,Arango Sanchez,26978438,asesor_servicio,3451549498,agente394@empresa.com,2025-05-15,activo,2,1
395,Daniel,Castano Rojas,23049142,asesor_servicio,3824727803,agente395@empresa.com,2025-04-01,activo,3,1
396,Kevin,Agudelo Restrepo,17428389,asesor_servicio,3593912305,agente396@empresa.com,2022-09-04,inactivo,4,2
397,Sara,Perez Agudelo,62801194,asesor_servicio,3278892289,agente397@empresa.com,2023-09-04,activo,11,5
398,Sofia,Rodriguez Morales,48060076,asesor_servicio,3574765765,agente398@empresa.com,2025-01-07,vacaciones,4,2
399,Laura,Agudelo Perez,11631624,asesor_comercial,3175863690,agente399@empresa.com,2021-11-12,activo,10,4
400,Tatiana,Restrepo Gomez,95778526,asesor_servicio,3572465195,agente400@empresa.com,2023-06-29,vacaciones,12,5
401,Yuliana,Perez Torres,26890184,asesor_servicio,3051043813,agente401@empresa.com,2024-12-18,activo,1,1
402,Diana,Hernandez Rojas,86131307,asesor_comercial,3648507614,agente402@empresa.com,2024-01-02,vacaciones,9,4
403,Andrea,Agudelo Torres,24820191,asesor_servicio,3329078647,agente403@empresa.com,2021-08-11,vacaciones,6,2
404,Diana,Vargas Osorio,94984882,asesor_servicio,3955975896,agente404@empresa.com,2026-03-26,activo,6,2
405,Ana,Molina Castro,57338218,asesor_servicio,3900931271,agente405@empresa.com,2022-08-02,activo,4,2
406,Carolina,Morales Quintero,37971977,asesor_comercial,3661526436,agente406@empresa.com,2024-01-08,activo,10,4
407,Jorge,Morales Arango,41010495,asesor_servicio,3505895326,agente407@empresa.com,2021-10-02,inactivo,2,1
408,Valentina,Lopez Sanchez,43804865,asesor_comercial,3456306253,agente408@empresa.com,2026-01-17,activo,7,3
409,David,Molina Restrepo,86122658,asesor_servicio,3121170267,agente409@empresa.com,2024-01-03,activo,5,2
410,Paola,Diaz Bedoya,15018441,asesor_servicio,3616991843,agente410@empresa.com,2024-07-11,activo,11,5
411,Daniel,Torres Martinez,24650184,asesor_servicio,3845489158,agente411@empresa.com,2022-10-13,activo,12,5
412,Carlos,Rojas Bedoya,20453499,asesor_servicio,3213753805,agente412@empresa.com,2024-07-27,activo,5,2
413,Felipe,Diaz Rojas,68178515,asesor_servicio,3573604660,agente413@empresa.com,2024-01-21,activo,2,1
414,David,Garcia Vargas,21620942,asesor_comercial,3615209883,agente414@empresa.com,2024-02-17,vacaciones,10,4
415,Julian,Osorio Molina,62184032,asesor_servicio,3224650527,agente415@empresa.com,2025-07-03,inactivo,1,1
416,Laura,Arango Giraldo,49443096,asesor_servicio,3164380156,agente416@empresa.com,2023-09-02,vacaciones,4,2
417,Valentina,Morales Molina,54930122,asesor_servicio,3424407691,agente417@empresa.com,2026-05-24,activo,2,1
418,Julian,Martinez Jimenez,47954499,asesor_servicio,3622282722,agente418@empresa.com,2024-01-05,activo,5,2
419,Tatiana,Mejia Sanchez,70986604,asesor_servicio,3612183513,agente419@empresa.com,2026-05-15,activo,2,1
420,Andres,Osorio Morales,10848089,asesor_servicio,3591744911,agente420@empresa.com,2024-03-29,activo,5,2
421,Sara,Castano Castro,74861371,asesor_servicio,3112517596,agente421@empresa.com,2025-04-22,activo,1,1
422,Tatiana,Restrepo Sanchez,16020509,asesor_servicio,3130033497,agente422@empresa.com,2024-09-07,inactivo,4,2
423,Sara,Sanchez Martinez,54418222,asesor_servicio,3697719605,agente423@empresa.com,2021-08-16,activo,2,1
424,Miguel,Castano Quintero,96677530,asesor_servicio,3013039427,agente424@empresa.com,2026-01-08,activo,4,2
425,Catalina,Sanchez Castro,48903363,asesor_servicio,3853969759,agente425@empresa.com,2024-03-26,activo,12,5
426,Daniel,Ramirez Arango,73468031,asesor_comercial,3672867708,agente426@empresa.com,2022-03-03,inactivo,9,4
427,Jose,Hernandez Sanchez,70369530,asesor_servicio,3485774209,agente427@empresa.com,2022-07-12,vacaciones,5,2
428,Andres,Castano Arango,40107197,asesor_comercial,3552500699,agente428@empresa.com,2021-12-22,activo,9,4
429,Kevin,Giraldo Rojas,21281095,asesor_comercial,3362014318,agente429@empresa.com,2024-07-26,activo,7,3
430,Luis,Torres Ortiz,78473101,asesor_servicio,3805088765,agente430@empresa.com,2021-05-30,vacaciones,1,1
431,Sebastian,Cardona Mejia,46697070,asesor_servicio,3874571652,agente431@empresa.com,2025-02-18,vacaciones,4,2
432,Luis,Perez Hernandez,39765307,asesor_comercial,3778206320,agente432@empresa.com,2024-01-28,activo,9,4
433,Yuliana,Quintero Osorio,22650957,asesor_servicio,3466425103,agente433@empresa.com,2021-09-06,activo,1,1
434,Maria,Morales Garcia,61688234,asesor_comercial,3879226743,agente434@empresa.com,2024-07-03,vacaciones,10,4
435,Laura,Arango Lopez,88199097,asesor_servicio,3827739649,agente435@empresa.com,2023-10-19,activo,1,1
436,Felipe,Jimenez Rojas,26089171,asesor_servicio,3009074425,agente436@empresa.com,2025-03-13,inactivo,4,2
437,Carolina,Restrepo Osorio,99876711,asesor_comercial,3385795763,agente437@empresa.com,2024-02-21,activo,8,3
438,Yuliana,Vargas Castro,42847977,asesor_servicio,3316787773,agente438@empresa.com,2022-09-03,vacaciones,4,2
439,Ana,Hernandez Castano,72671056,asesor_servicio,3199060227,agente439@empresa.com,2025-08-18,activo,3,1
440,Laura,Rodriguez Martinez,75285693,asesor_servicio,3691579888,agente440@empresa.com,2023-05-08,inactivo,4,2
441,Luis,Restrepo Restrepo,51923833,asesor_servicio,3530213207,agente441@empresa.com,2023-04-22,inactivo,3,1
442,David,Perez Molina,11701571,asesor_servicio,3243525803,agente442@empresa.com,2024-04-08,activo,4,2
443,Andrea,Garcia Perez,71440607,asesor_servicio,3198674270,agente443@empresa.com,2021-05-08,activo,1,1
444,Ana,Gomez Mejia,10972181,asesor_servicio,3655774034,agente444@empresa.com,2022-03-10,inactivo,11,5
445,Alejandra,Jimenez Rodriguez,57613245,asesor_servicio,3000389515,agente445@empresa.com,2023-04-24,inactivo,4,2
446,Jorge,Morales Garcia,81867449,asesor_comercial,3936072285,agente446@empresa.com,2025-10-13,activo,8,3
447,Sara,Castano Vargas,63059567,asesor_comercial,3349447067,agente447@empresa.com,2023-06-06,activo,8,3
448,Felipe,Sanchez Morales,26861525,asesor_servicio,3167952074,agente448@empresa.com,2024-11-17,vacaciones,3,1
449,Sebastian,Arango Torres,49853470,asesor_servicio,3028451070,agente449@empresa.com,2024-04-09,vacaciones,3,1
450,Sara,Agudelo Gomez,98491353,asesor_comercial,3335764887,agente450@empresa.com,2024-11-24,vacaciones,8,3
451,Andrea,Agudelo Quintero,79814530,asesor_servicio,3798598656,agente451@empresa.com,2023-01-08,vacaciones,1,1
452,Paola,Martinez Vargas,54180783,asesor_servicio,3710298825,agente452@empresa.com,2022-06-20,activo,5,2
453,Andres,Ramirez Lopez,90936059,asesor_comercial,3440902148,agente453@empresa.com,2022-05-22,inactivo,9,4
454,Camilo,Restrepo Jimenez,80540756,asesor_servicio,3750496552,agente454@empresa.com,2021-10-31,inactivo,11,5
455,Paula,Diaz Ortiz,59027144,asesor_servicio,3027148001,agente455@empresa.com,2023-12-11,activo,6,2
456,Carlos,Giraldo Bedoya,71403799,asesor_servicio,3785145617,agente456@empresa.com,2026-01-04,activo,2,1
457,Sofia,Mejia Quintero,77993931,asesor_servicio,3951213909,agente457@empresa.com,2024-10-19,inactivo,11,5
458,Nicolas,Restrepo Diaz,20039940,asesor_servicio,3367283987,agente458@empresa.com,2026-03-16,activo,3,1
459,Santiago,Gomez Castano,56261332,asesor_servicio,3897098845,agente459@empresa.com,2026-04-03,vacaciones,1,1
460,Laura,Perez Rodriguez,69697419,asesor_comercial,3458367931,agente460@empresa.com,2025-08-22,activo,8,3
461,Manuela,Rodriguez Giraldo,85399190,asesor_servicio,3503258220,agente461@empresa.com,2025-11-18,activo,2,1
462,Diana,Torres Castano,28751928,asesor_servicio,3829224038,agente462@empresa.com,2023-01-06,activo,4,2
463,Mateo,Agudelo Diaz,15684731,asesor_comercial,3619104052,agente463@empresa.com,2021-05-15,activo,10,4
464,David,Martinez Castano,45655950,asesor_servicio,3209631962,agente464@empresa.com,2021-08-29,activo,2,1
465,Carlos,Rojas Lopez,58865423,asesor_comercial,3878810369,agente465@empresa.com,2023-01-19,vacaciones,10,4
466,Kevin,Molina Castano,79667510,asesor_comercial,3763737651,agente466@empresa.com,2025-07-24,activo,10,4
467,Laura,Castro Castano,11583247,asesor_comercial,3758183097,agente467@empresa.com,2025-02-10,activo,8,3
468,Andres,Hernandez Rojas,50840536,asesor_servicio,3408983732,agente468@empresa.com,2023-03-19,activo,6,2
469,Tatiana,Agudelo Gomez,49138051,asesor_servicio,3094173748,agente469@empresa.com,2021-10-01,activo,6,2
470,Luis,Martinez Diaz,87042002,asesor_servicio,3211811683,agente470@empresa.com,2023-12-16,activo,3,1
471,Jorge,Ramirez Gomez,22907764,asesor_servicio,3151124023,agente471@empresa.com,2023-10-18,vacaciones,1,1
472,Andrea,Arango Gomez,51443542,asesor_servicio,3291990483,agente472@empresa.com,2023-02-07,activo,3,1
473,Nicolas,Restrepo Torres,68177507,asesor_servicio,3408280309,agente473@empresa.com,2021-11-10,activo,2,1
474,Carlos,Giraldo Gomez,96151498,asesor_servicio,3769370461,agente474@empresa.com,2021-09-17,inactivo,12,5
475,Catalina,Perez Rojas,30390658,asesor_comercial,3647861930,agente475@empresa.com,2022-04-15,activo,7,3
476,Alejandra,Garcia Cardona,11568211,asesor_servicio,3739912262,agente476@empresa.com,2023-06-26,activo,2,1
477,Carolina,Agudelo Sanchez,31948033,asesor_comercial,3352649685,agente477@empresa.com,2026-03-16,inactivo,7,3
478,Julian,Garcia Gomez,89079157,asesor_comercial,3491098113,agente478@empresa.com,2024-05-11,activo,8,3
479,Julian,Martinez Garcia,51423474,asesor_comercial,3853245525,agente479@empresa.com,2025-01-06,activo,7,3
480,Andrea,Quintero Gomez,56287804,asesor_servicio,3417654732,agente480@empresa.com,2023-07-07,inactivo,4,2
